vendor_id,component_id,promised_date,actual_date,qty_ordered,qty_received,order_month,seasonal_flag,component_lead_days,criticality_score,on_time_rate_12m,hist_avg_delay_days,hist_fulfillment_rate,port_congestion_idx,weather_risk_score,news_sentiment,currency_volatility,high_risk,delay_days,fulfillment_ratio
VND_GAMMA,SCREW_M4,2023-06-12,2023-06-12,4178,3780,6,0,5,0.4,0.9542,-0.234,0.972,1.52,0.0,0.363,0.701,0,0,0.9047391096218286
VND_DELTA,MOTOR_X,2022-11-20,2022-11-26,5679,5071,11,1,14,0.95,0.377,4.268,0.7719,10.0,9.01,-1.0,3.571,1,6,0.8929388976932559
VND_ZETA,SWITCH_S,2021-12-05,2021-12-05,7085,7085,12,1,6,0.65,0.932,0.416,0.9589,4.01,0.19,-0.074,0.755,0,0,1.0
VND_BETA,BEARING_01,2023-12-30,2023-12-31,420,412,12,1,11,0.8,0.538,2.69,0.9025,7.45,6.37,-1.0,2.215,1,1,0.9809523809523809
VND_EPSILON,SWITCH_S,2021-02-25,2021-02-25,887,887,2,0,6,0.65,0.7182,1.999,0.9098,3.97,2.95,-0.443,1.143,0,0,1.0
VND_BETA,SWITCH_S,2023-08-04,2023-08-07,1688,1688,8,0,6,0.65,0.5005,3.01,0.858,8.24,4.9,-0.912,2.005,0,3,1.0
VND_GAMMA,MOTOR_X,2023-02-16,2023-02-16,2881,2819,2,0,14,0.95,0.9518,0.241,1.0,0.13,0.0,-0.083,0.079,0,0,0.9784796945505033
VND_DELTA,SCREW_M4,2022-11-01,2022-11-14,2964,2662,11,1,5,0.4,0.3126,4.626,0.7699,10.0,9.01,-1.0,3.571,1,13,0.898110661268556
VND_GAMMA,SWITCH_S,2023-05-14,2023-05-14,2266,2266,5,0,6,0.65,1.0,0.079,1.0,1.61,2.86,-0.038,0.521,0,0,1.0
VND_DELTA,BATTERY_A,2021-02-09,2021-02-19,6336,4264,2,0,10,0.9,0.3515,4.265,0.7641,10.0,7.1,-1.0,3.739,1,10,0.672979797979798
VND_GAMMA,MOTOR_X,2022-04-05,2022-04-05,5525,4713,4,0,14,0.95,0.9632,0.633,0.9302,1.81,0.33,-0.556,0.389,0,0,0.8530316742081447
VND_ZETA,BATTERY_A,2021-03-24,2021-03-24,6378,6378,3,0,10,0.9,1.0,0.296,1.0,3.65,1.04,-0.406,0.887,0,0,1.0
VND_BETA,MOTOR_X,2022-02-13,2022-02-17,7074,6272,2,0,14,0.95,0.5716,2.432,0.8851,7.47,5.81,-0.631,3.173,1,4,0.8866270851003676
VND_EPSILON,MOTOR_X,2021-11-09,2021-11-09,2154,2154,11,1,14,0.95,0.7177,2.026,0.8936,4.9,3.65,0.183,1.854,1,0,1.0
VND_DELTA,CASING_B,2021-08-23,2021-08-23,4820,3577,8,0,7,0.6,0.4285,4.557,0.8396,10.0,7.14,-1.0,3.931,1,0,0.7421161825726141
VND_DELTA,SCREW_M4,2022-06-09,2022-06-14,6482,4690,6,0,5,0.4,0.3945,4.701,0.7875,10.0,7.21,-1.0,4.359,1,5,0.7235421166306696
VND_BETA,CABLE_R,2021-08-23,2021-08-23,6571,5012,8,0,8,0.7,0.4766,3.003,0.8469,8.24,4.9,-0.912,2.005,1,0,0.7627453964388982
VND_GAMMA,CASING_B,2021-08-10,2021-08-08,4940,4940,8,0,7,0.6,0.9513,0.401,0.99,2.14,2.59,-0.277,0.173,0,-2,1.0
VND_GAMMA,MOTOR_X,2023-02-08,2023-02-08,3449,3384,2,0,14,0.95,0.9868,0.184,0.998,0.13,0.0,-0.083,0.079,0,0,0.9811539576688896
VND_ALPHA,SCREW_M4,2022-05-13,2022-05-14,1034,946,5,0,5,0.4,0.8105,0.525,0.9494,2.19,1.91,-0.492,0.435,0,1,0.9148936170212766
VND_ZETA,BLADE_X,2021-09-05,2021-09-05,6722,6582,9,0,12,0.85,0.9734,0.59,0.9792,3.04,0.65,-0.322,0.705,0,0,0.979172865218685
VND_GAMMA,MOTOR_X,2023-12-28,2023-12-29,3709,3459,12,1,14,0.95,0.9712,-0.71,0.9919,1.78,3.21,-0.462,0.474,0,1,0.9325963871663521
VND_ALPHA,CABLE_R,2023-11-03,2023-11-03,5504,5193,11,1,8,0.7,0.8223,1.212,0.9579,3.94,3.27,-0.255,0.88,0,0,0.9434956395348837
VND_ALPHA,CABLE_R,2023-05-11,2023-05-12,6936,4895,5,0,8,0.7,0.8317,1.113,0.9362,2.19,1.91,-0.492,0.435,0,1,0.7057381776239908
VND_ALPHA,BEARING_01,2023-06-07,2023-06-10,3167,3167,6,0,11,0.8,0.8115,1.596,0.9645,4.67,1.37,-0.2,0.43,1,3,1.0
VND_ZETA,BEARING_01,2021-11-10,2021-11-10,3767,3504,11,1,11,0.8,0.9136,0.253,0.9588,1.99,2.8,0.448,0.025,0,0,0.9301831696310061
VND_ZETA,CASING_B,2023-12-05,2023-12-05,5528,5500,12,1,7,0.6,0.9364,0.401,0.9931,4.01,0.19,-0.074,0.755,0,0,0.9949348769898697
VND_EPSILON,BLADE_X,2023-09-18,2023-09-21,4008,3903,9,0,12,0.85,0.8215,1.082,0.9237,4.38,3.89,-0.441,1.169,1,3,0.9738023952095808
VND_ZETA,SWITCH_S,2022-07-04,2022-07-03,2840,2727,7,0,6,0.65,0.8832,-0.321,0.9962,1.63,0.0,0.462,0.0,0,-1,0.9602112676056338
VND_ALPHA,SCREW_M4,2022-07-26,2022-07-28,7422,7105,7,0,5,0.4,0.813,0.843,0.9595,2.66,1.71,-0.565,1.15,0,2,0.9572891403934249
VND_BETA,BEARING_01,2023-08-10,2023-08-11,4868,4451,8,0,11,0.8,0.4908,2.873,0.8795,8.24,4.9,-0.912,2.005,1,1,0.9143385373870172
VND_GAMMA,SWITCH_S,2021-02-28,2021-02-28,4249,3473,2,0,6,0.65,1.0,-0.177,0.9888,0.13,0.0,-0.083,0.079,0,0,0.8173687926570958
VND_BETA,CABLE_R,2023-09-26,2023-09-28,1937,1937,9,0,8,0.7,0.4951,2.155,0.9241,7.93,5.56,-0.497,2.593,0,2,1.0
VND_GAMMA,CABLE_R,2022-11-29,2022-11-29,2490,2490,11,1,8,0.7,0.9052,-0.34,0.9778,0.77,1.58,0.264,0.0,0,0,1.0
VND_EPSILON,BLADE_X,2021-01-21,2021-01-27,4432,3885,1,1,12,0.85,0.7597,1.62,0.9691,5.06,3.05,-0.408,1.754,0,6,0.8765794223826715
VND_ALPHA,SCREW_M4,2022-05-10,2022-05-13,6098,5214,5,0,5,0.4,0.8225,1.035,1.0,2.19,1.91,-0.492,0.435,0,3,0.8550344375204986
VND_DELTA,SWITCH_S,2022-05-08,2022-05-11,5857,4605,5,0,6,0.65,0.3261,4.111,0.806,9.38,7.59,-0.912,3.272,1,3,0.7862386887485061
VND_ZETA,BEARING_01,2023-10-03,2023-10-03,3871,3639,10,0,11,0.8,0.9126,0.513,0.9588,2.08,0.04,-0.007,0.366,0,0,0.9400671661069491
VND_ALPHA,MOTOR_X,2022-08-26,2022-08-28,2015,1800,8,0,14,0.95,0.7631,1.601,0.9503,2.6,1.31,-0.401,1.741,0,2,0.8933002481389578
VND_ZETA,SWITCH_S,2022-05-14,2022-05-14,2708,2708,5,0,6,0.65,0.979,0.167,0.9812,3.15,0.0,0.105,0.83,1,0,1.0
VND_DELTA,CABLE_R,2023-12-24,2023-12-27,3016,2568,12,1,8,0.7,0.3823,4.607,0.8159,9.5,6.79,-1.0,3.943,1,3,0.8514588859416445
VND_ZETA,SWITCH_S,2022-11-09,2022-11-10,3082,2788,11,1,6,0.65,0.9444,0.623,0.9737,1.99,2.8,0.448,0.025,0,1,0.9046073977936405
VND_GAMMA,BEARING_01,2022-09-20,2022-09-20,2259,1845,9,0,11,0.8,1.0,-0.141,0.9834,1.65,0.0,-0.445,0.427,0,0,0.8167330677290837
VND_ALPHA,SCREW_M4,2022-01-30,2022-01-30,2784,2344,1,1,5,0.4,0.8565,1.122,0.968,3.7,2.96,-0.026,1.609,1,0,0.8419540229885057
VND_ZETA,BATTERY_A,2022-01-15,2022-01-15,1769,1769,1,1,10,0.9,0.9201,1.043,0.9947,1.09,2.03,0.123,0.866,0,0,1.0
VND_ZETA,SCREW_M4,2023-09-19,2023-09-20,2465,2190,9,0,5,0.4,0.9501,0.531,0.9809,3.04,0.65,-0.322,0.705,1,1,0.8884381338742393
VND_ALPHA,BLADE_X,2022-02-02,2022-02-03,2626,2370,2,0,12,0.85,0.7989,1.235,0.9971,2.97,1.37,0.254,1.307,0,1,0.9025133282559025
VND_GAMMA,SCREW_M4,2022-01-03,2022-01-03,2676,2676,1,1,5,0.4,0.993,-0.46,0.9924,1.85,2.16,0.022,0.306,0,0,1.0
VND_ZETA,MOTOR_X,2023-12-30,2023-12-31,1236,1236,12,1,14,0.95,0.9816,0.669,0.9758,4.01,0.19,-0.074,0.755,0,1,1.0
VND_ALPHA,BLADE_X,2021-04-22,2021-04-21,4733,4733,4,0,12,0.85,0.7829,1.515,0.9473,3.44,0.0,-0.737,0.775,0,-1,1.0
VND_ZETA,BLADE_X,2021-09-16,2021-09-18,5425,5425,9,0,12,0.85,0.8822,0.578,1.0,3.04,0.65,-0.322,0.705,0,2,1.0
VND_ALPHA,BEARING_01,2021-01-26,2021-01-26,4902,4080,1,1,11,0.8,0.7757,0.818,0.9354,3.7,2.96,-0.026,1.609,1,0,0.8323133414932681
VND_DELTA,BLADE_X,2023-09-08,2023-09-18,3808,2798,9,0,12,0.85,0.389,4.873,0.7274,10.0,8.25,-1.0,4.688,1,10,0.7347689075630253
VND_BETA,CABLE_R,2021-04-16,2021-04-15,2268,2228,4,0,8,0.7,0.5271,2.872,0.8549,7.67,5.01,-1.0,2.322,1,-1,0.982363315696649
VND_ALPHA,BEARING_01,2021-05-14,2021-05-14,3482,3399,5,0,11,0.8,0.8817,1.802,1.0,2.19,1.91,-0.492,0.435,0,0,0.976163124641011
VND_ALPHA,BEARING_01,2021-04-20,2021-04-23,1442,1305,4,0,11,0.8,0.8531,0.997,0.9994,3.44,0.0,-0.737,0.775,0,3,0.90499306518724
VND_EPSILON,CASING_B,2022-09-15,2022-09-16,897,798,9,0,7,0.6,0.7579,1.882,0.9327,4.38,3.89,-0.441,1.169,0,1,0.8896321070234113
VND_ALPHA,SCREW_M4,2023-05-03,2023-05-06,5166,4763,5,0,5,0.4,0.7846,0.663,0.9559,2.19,1.91,-0.492,0.435,0,3,0.9219899341850561
VND_EPSILON,SCREW_M4,2023-02-19,2023-02-23,3890,3833,2,0,5,0.4,0.689,2.242,0.9666,3.97,2.95,-0.443,1.143,0,4,0.9853470437017995
VND_GAMMA,BEARING_01,2023-05-29,2023-05-29,2701,2701,5,0,11,0.8,0.9378,0.779,0.9319,1.61,2.86,-0.038,0.521,0,0,1.0
VND_EPSILON,MOTOR_X,2021-07-23,2021-07-23,7962,6620,7,0,14,0.95,0.7356,0.793,0.9397,4.08,2.56,-0.606,1.633,0,0,0.8314493845767396
VND_ZETA,SCREW_M4,2022-03-09,2022-03-09,2367,2367,3,0,5,0.4,0.9222,0.252,0.9921,3.65,1.04,-0.406,0.887,0,0,1.0
VND_BETA,BATTERY_A,2022-05-07,2022-05-07,1623,1018,5,0,10,0.9,0.5489,3.509,0.9298,8.96,6.56,-0.962,3.201,0,0,0.6272335181762169
VND_BETA,BATTERY_A,2021-01-06,2021-01-08,3546,3231,1,1,10,0.9,0.5061,2.958,0.8628,8.49,4.94,-0.843,2.646,1,2,0.9111675126903553
VND_ZETA,BEARING_01,2023-08-21,2023-08-21,2585,2486,8,0,11,0.8,0.8949,0.069,0.9732,1.44,0.77,0.404,0.0,0,0,0.9617021276595744
VND_BETA,MOTOR_X,2022-08-14,2022-08-17,5991,5111,8,0,14,0.95,0.6127,2.59,0.8796,8.24,4.9,-0.912,2.005,1,3,0.8531130028375897
VND_ZETA,BLADE_X,2023-07-19,2023-07-17,783,783,7,0,12,0.85,0.9595,0.287,0.982,1.63,0.0,0.462,0.0,1,-2,1.0
VND_GAMMA,SCREW_M4,2022-02-10,2022-02-10,3682,3609,2,0,5,0.4,0.9258,0.654,0.9624,0.13,0.0,-0.083,0.079,1,0,0.9801738185768604
VND_EPSILON,BATTERY_A,2022-04-06,2022-04-09,5505,4512,4,0,10,0.9,0.7417,0.957,0.944,3.47,1.86,-0.305,1.806,0,3,0.8196185286103542
VND_GAMMA,CASING_B,2021-10-19,2021-10-19,784,720,10,0,7,0.6,0.9374,0.129,0.9737,0.49,0.87,-0.256,1.02,0,0,0.9183673469387755
VND_BETA,MOTOR_X,2022-09-22,2022-09-25,5074,4978,9,0,14,0.95,0.5094,2.825,0.8929,7.93,5.56,-0.497,2.593,1,3,0.9810800157666535
VND_DELTA,BLADE_X,2021-09-12,2021-09-18,4039,3244,9,0,12,0.85,0.4525,4.467,0.7451,10.0,8.25,-1.0,4.688,1,6,0.8031691012626888
VND_ZETA,BLADE_X,2023-04-05,2023-04-06,7922,7922,4,0,12,0.85,0.8355,-0.004,0.9986,4.0,1.67,-0.484,0.326,0,1,1.0
VND_EPSILON,BLADE_X,2023-10-09,2023-10-14,3786,3786,10,0,12,0.85,0.7323,1.241,0.9282,4.13,3.48,-0.679,1.687,1,5,1.0
VND_EPSILON,BATTERY_A,2021-03-23,2021-03-23,7486,6435,3,0,10,0.9,0.7107,1.119,0.9337,5.21,3.36,-0.135,2.022,0,0,0.8596045952444563
VND_ZETA,SWITCH_S,2022-10-23,2022-10-25,5145,4878,10,0,6,0.65,0.9505,0.527,0.979,2.08,0.04,-0.007,0.366,0,2,0.9481049562682216
VND_ALPHA,BLADE_X,2021-07-07,2021-07-09,2075,1977,7,0,12,0.85,0.8128,2.277,0.969,2.66,1.71,-0.565,1.15,1,2,0.9527710843373494
VND_ZETA,MOTOR_X,2022-07-06,2022-07-06,4920,4920,7,0,14,0.95,0.9073,-0.332,0.986,1.63,0.0,0.462,0.0,0,0,1.0
VND_BETA,MOTOR_X,2023-08-22,2023-08-29,4451,4339,8,0,14,0.95,0.5321,3.312,0.882,8.24,4.9,-0.912,2.005,1,7,0.9748371152549988
VND_GAMMA,BEARING_01,2022-01-07,2022-01-08,4995,4995,1,1,11,0.8,0.9763,0.634,0.9772,1.85,2.16,0.022,0.306,0,1,1.0
VND_ZETA,SWITCH_S,2023-10-05,2023-10-05,947,894,10,0,6,0.65,0.8918,0.569,1.0,2.08,0.04,-0.007,0.366,0,0,0.9440337909186906
VND_GAMMA,BEARING_01,2023-04-17,2023-04-17,2930,2930,4,0,11,0.8,0.9596,0.509,0.9902,1.81,0.33,-0.556,0.389,0,0,1.0
VND_ZETA,CABLE_R,2021-08-03,2021-08-02,7226,7226,8,0,8,0.7,0.9225,0.794,1.0,1.44,0.77,0.404,0.0,0,-1,1.0
VND_GAMMA,CASING_B,2023-04-24,2023-04-27,5882,5406,4,0,7,0.6,0.9739,0.408,0.9991,1.81,0.33,-0.556,0.389,0,3,0.9190751445086706
VND_GAMMA,BEARING_01,2023-04-01,2023-04-01,6864,6864,4,0,11,0.8,1.0,0.253,0.9263,1.81,0.33,-0.556,0.389,0,0,1.0
VND_DELTA,MOTOR_X,2021-06-30,2021-07-02,2776,2015,6,0,14,0.95,0.4197,4.718,0.7448,10.0,7.21,-1.0,4.359,1,2,0.725864553314121
VND_GAMMA,BLADE_X,2021-08-26,2021-08-26,6528,6251,8,0,12,0.85,0.9343,-0.069,1.0,2.14,2.59,-0.277,0.173,0,0,0.9575674019607843
VND_EPSILON,SWITCH_S,2021-01-03,2021-01-04,5587,4449,1,1,6,0.65,0.7798,1.459,0.9668,5.06,3.05,-0.408,1.754,1,1,0.7963128691605513
VND_DELTA,BEARING_01,2021-04-22,2021-04-23,1736,1386,4,0,11,0.8,0.3328,4.975,0.7561,10.0,7.27,-1.0,3.863,1,1,0.7983870967741935
VND_EPSILON,CABLE_R,2023-10-18,2023-10-19,5323,4762,10,0,8,0.7,0.751,1.296,0.9533,4.13,3.48,-0.679,1.687,0,1,0.8946083035882021
VND_ALPHA,BEARING_01,2022-02-21,2022-02-22,2387,2387,2,0,11,0.8,0.78,0.729,0.9754,2.97,1.37,0.254,1.307,1,1,1.0
VND_GAMMA,CASING_B,2023-06-17,2023-06-17,7415,7415,6,0,7,0.6,0.9767,-0.185,1.0,1.52,0.0,0.363,0.701,0,0,1.0
VND_ALPHA,BEARING_01,2021-03-01,2021-03-03,5361,5361,3,0,11,0.8,0.8147,0.61,0.9932,2.73,2.14,-0.359,0.814,0,2,1.0
VND_ZETA,SCREW_M4,2021-11-21,2021-11-21,2745,2745,11,1,5,0.4,0.9275,0.325,0.9517,1.99,2.8,0.448,0.025,0,0,1.0
VND_EPSILON,MOTOR_X,2023-04-16,2023-04-18,963,911,4,0,14,0.95,0.7584,1.326,0.9454,3.47,1.86,-0.305,1.806,1,2,0.9460020768431984
VND_ALPHA,SCREW_M4,2023-08-04,2023-08-04,7958,7958,8,0,5,0.4,0.7989,1.264,0.9484,2.6,1.31,-0.401,1.741,0,0,1.0
VND_ZETA,BATTERY_A,2021-11-12,2021-11-13,4282,4282,11,1,10,0.9,0.9211,0.26,0.9794,1.99,2.8,0.448,0.025,0,1,1.0
VND_EPSILON,BLADE_X,2022-07-14,2022-07-14,3603,2841,7,0,12,0.85,0.7612,1.92,0.9041,4.08,2.56,-0.606,1.633,0,0,0.7885095753538718
VND_DELTA,BEARING_01,2022-05-15,2022-05-22,3941,3627,5,0,11,0.8,0.3758,4.432,0.7721,9.38,7.59,-0.912,3.272,1,7,0.9203247906622685
VND_DELTA,CASING_B,2022-01-26,2022-02-04,7751,6205,1,1,7,0.6,0.4265,4.606,0.7893,10.0,9.08,-1.0,3.072,1,9,0.8005418655657335
VND_ALPHA,CASING_B,2022-07-20,2022-07-21,6529,6529,7,0,7,0.6,0.7119,1.271,0.9404,2.66,1.71,-0.565,1.15,0,1,1.0
VND_GAMMA,SWITCH_S,2023-11-06,2023-11-05,2388,2388,11,1,6,0.65,0.9592,1.142,0.9566,0.77,1.58,0.264,0.0,0,-1,1.0
VND_GAMMA,MOTOR_X,2022-09-04,2022-09-06,7060,7060,9,0,14,0.95,0.953,-0.341,0.9826,1.65,0.0,-0.445,0.427,0,2,1.0
VND_BETA,BEARING_01,2023-07-04,2023-07-04,4612,4230,7,0,11,0.8,0.5557,3.392,0.8983,8.11,6.76,-1.0,3.129,1,0,0.9171725932350391
VND_GAMMA,BEARING_01,2022-11-12,2022-11-12,4721,4721,11,1,11,0.8,0.9203,-0.228,0.9716,0.77,1.58,0.264,0.0,0,0,1.0
VND_DELTA,SWITCH_S,2022-10-22,2022-10-26,7323,5496,10,0,6,0.65,0.2973,4.681,0.7328,10.0,5.94,-1.0,3.793,1,4,0.7505120852109791
VND_ZETA,SCREW_M4,2022-05-05,2022-05-05,4884,4159,5,0,5,0.4,0.9176,0.099,0.9896,3.15,0.0,0.105,0.83,0,0,0.8515561015561015
VND_BETA,SWITCH_S,2023-04-22,2023-04-28,557,508,4,0,6,0.65,0.5428,2.488,0.8742,7.67,5.01,-1.0,2.322,1,6,0.9120287253141831
VND_ZETA,CABLE_R,2023-08-27,2023-08-27,5977,5438,8,0,8,0.7,0.973,0.409,1.0,1.44,0.77,0.404,0.0,1,0,0.9098209804249624
VND_DELTA,SWITCH_S,2021-11-08,2021-11-13,4257,3128,11,1,6,0.65,0.3539,3.949,0.7143,10.0,9.01,-1.0,3.571,1,5,0.734789758045572
VND_BETA,MOTOR_X,2023-10-26,2023-10-29,5034,4655,10,0,14,0.95,0.4868,3.158,0.8655,7.34,4.7,-0.665,2.932,1,3,0.9247119586809694
VND_ALPHA,CABLE_R,2023-06-21,2023-06-22,1016,988,6,0,8,0.7,0.7954,0.717,0.9703,4.67,1.37,-0.2,0.43,0,1,0.9724409448818898
VND_ALPHA,BEARING_01,2021-10-23,2021-10-21,3558,3190,10,0,11,0.8,0.8116,0.605,0.9561,3.41,0.0,-0.618,1.079,0,-2,0.8965711073636875
VND_ALPHA,CASING_B,2023-08-20,2023-08-21,6602,6602,8,0,7,0.6,0.8133,1.491,0.9947,2.6,1.31,-0.401,1.741,0,1,1.0
VND_GAMMA,BLADE_X,2023-03-26,2023-03-26,5523,5476,3,0,12,0.85,0.9783,0.393,1.0,1.39,0.8,0.586,0.47,0,0,0.9914901321745428
VND_GAMMA,BATTERY_A,2023-12-29,2023-12-29,3313,3296,12,1,10,0.9,0.9202,-0.379,0.9706,1.78,3.21,-0.462,0.474,0,0,0.9948686990642922
VND_ZETA,CABLE_R,2023-09-27,2023-09-27,7346,7259,9,0,8,0.7,0.9364,-0.011,1.0,3.04,0.65,-0.322,0.705,0,0,0.988156820038116
VND_EPSILON,MOTOR_X,2021-05-21,2021-05-21,2123,2062,5,0,14,0.95,0.7638,2.236,0.9076,5.37,6.65,-0.289,2.054,0,0,0.9712670748940179
VND_BETA,BLADE_X,2021-07-05,2021-07-10,3755,3082,7,0,12,0.85,0.6057,2.7,0.8887,8.11,6.76,-1.0,3.129,0,5,0.8207723035952064
VND_ZETA,BATTERY_A,2021-07-25,2021-07-25,3834,3143,7,0,10,0.9,0.9023,-0.334,1.0,1.63,0.0,0.462,0.0,0,0,0.8197704747000522
VND_ZETA,CASING_B,2022-09-06,2022-09-07,7600,7600,9,0,7,0.6,0.8864,0.236,0.9468,3.04,0.65,-0.322,0.705,0,1,1.0
VND_ALPHA,MOTOR_X,2022-10-27,2022-10-27,6722,5882,10,0,14,0.95,0.8028,1.02,0.9552,3.41,0.0,-0.618,1.079,0,0,0.8750371913121094
VND_GAMMA,MOTOR_X,2023-01-05,2023-01-05,3270,3177,1,1,14,0.95,0.8827,-0.022,1.0,1.85,2.16,0.022,0.306,0,0,0.9715596330275229
VND_BETA,SWITCH_S,2022-05-16,2022-05-22,4551,4551,5,0,6,0.65,0.5315,2.782,0.8456,8.96,6.56,-0.962,3.201,1,6,1.0
VND_EPSILON,SWITCH_S,2022-01-04,2022-01-07,1592,1481,1,1,6,0.65,0.7125,1.456,0.9273,5.06,3.05,-0.408,1.754,0,3,0.9302763819095478
VND_ALPHA,CASING_B,2023-02-23,2023-02-23,5276,4227,2,0,7,0.6,0.8058,0.963,0.9669,2.97,1.37,0.254,1.307,1,0,0.8011751326762699
VND_DELTA,SCREW_M4,2021-10-21,2021-10-29,2102,1686,10,0,5,0.4,0.3757,4.679,0.7229,10.0,5.94,-1.0,3.793,1,8,0.80209324452902
VND_ZETA,BEARING_01,2022-06-05,2022-06-04,3964,3948,6,0,11,0.8,0.8828,1.029,0.9875,0.95,0.58,-1.0,0.11,0,-1,0.9959636730575177
VND_ZETA,BLADE_X,2021-01-20,2021-01-18,7563,7050,1,1,12,0.85,0.8985,0.152,0.975,1.09,2.03,0.123,0.866,0,-2,0.9321697738992464
VND_GAMMA,BEARING_01,2021-11-20,2021-11-20,805,801,11,1,11,0.8,0.9698,0.685,0.9353,0.77,1.58,0.264,0.0,0,0,0.9950310559006211
VND_GAMMA,BEARING_01,2022-09-05,2022-09-07,5434,4940,9,0,11,0.8,0.8488,0.186,1.0,1.65,0.0,-0.445,0.427,0,2,0.9090909090909091
VND_ZETA,SWITCH_S,2022-05-28,2022-05-31,3942,3707,5,0,6,0.65,0.879,0.388,0.963,3.15,0.0,0.105,0.83,0,3,0.9403855910705226
VND_BETA,BLADE_X,2023-02-27,2023-03-02,7190,6623,2,0,12,0.85,0.5934,2.839,0.8892,7.47,5.81,-0.631,3.173,1,3,0.9211404728789986
VND_ALPHA,BEARING_01,2022-05-01,2022-05-01,3324,2996,5,0,11,0.8,0.8549,0.95,0.9248,2.19,1.91,-0.492,0.435,1,0,0.901323706377858
VND_EPSILON,CABLE_R,2022-08-29,2022-09-01,5928,5486,8,0,8,0.7,0.6591,2.005,0.9028,7.16,0.93,-0.254,0.955,1,3,0.9254385964912281
VND_ALPHA,BLADE_X,2023-03-22,2023-03-22,2448,2401,3,0,12,0.85,0.7232,2.086,0.9519,2.73,2.14,-0.359,0.814,1,0,0.9808006535947712
VND_EPSILON,MOTOR_X,2021-04-11,2021-04-12,7659,7315,4,0,14,0.95,0.7508,1.758,0.9467,3.47,1.86,-0.305,1.806,0,1,0.9550855203029116
VND_GAMMA,BEARING_01,2022-04-17,2022-04-17,5173,5173,4,0,11,0.8,0.9418,0.246,1.0,1.81,0.33,-0.556,0.389,0,0,1.0
VND_BETA,CABLE_R,2022-01-25,2022-01-30,5286,4742,1,1,8,0.7,0.5493,2.645,0.9137,8.49,4.94,-0.843,2.646,1,5,0.8970866439651911
VND_ZETA,BLADE_X,2021-10-08,2021-10-09,5346,5046,10,0,12,0.85,0.9001,0.858,0.9641,2.08,0.04,-0.007,0.366,0,1,0.9438832772166106
VND_ZETA,BATTERY_A,2021-03-22,2021-03-23,2730,2730,3,0,10,0.9,0.959,0.606,0.9608,3.65,1.04,-0.406,0.887,0,1,1.0
VND_ALPHA,BEARING_01,2023-01-18,2023-01-20,6199,6199,1,1,11,0.8,0.8673,1.234,0.9735,3.7,2.96,-0.026,1.609,0,2,1.0
VND_ALPHA,CASING_B,2022-08-28,2022-08-28,2876,2537,8,0,7,0.6,0.8135,0.702,0.9397,2.6,1.31,-0.401,1.741,0,0,0.8821279554937413
VND_BETA,SWITCH_S,2022-02-16,2022-02-18,1282,1140,2,0,6,0.65,0.5446,2.812,0.8983,7.47,5.81,-0.631,3.173,1,2,0.8892355694227769
VND_EPSILON,CABLE_R,2023-10-25,2023-10-26,7683,6592,10,0,8,0.7,0.7564,1.875,0.8818,4.13,3.48,-0.679,1.687,0,1,0.8579981777951321
VND_BETA,BLADE_X,2022-06-11,2022-06-11,7687,7355,6,0,12,0.85,0.5248,2.738,0.901,8.51,4.55,-0.832,3.415,0,0,0.9568101990373358
VND_GAMMA,BEARING_01,2022-11-25,2022-11-25,6788,5523,11,1,11,0.8,0.9754,-0.196,0.9918,0.77,1.58,0.264,0.0,0,0,0.8136417206835592
VND_DELTA,BATTERY_A,2021-06-04,2021-06-09,1353,940,6,0,10,0.9,0.3934,4.503,0.8001,10.0,7.21,-1.0,4.359,1,5,0.6947524020694752
VND_ZETA,SCREW_M4,2023-03-25,2023-03-27,7128,7128,3,0,5,0.4,0.9384,0.203,1.0,3.65,1.04,-0.406,0.887,0,2,1.0
VND_ALPHA,CABLE_R,2023-03-20,2023-03-20,314,307,3,0,8,0.7,0.8748,0.538,0.962,2.73,2.14,-0.359,0.814,0,0,0.9777070063694268
VND_EPSILON,BLADE_X,2021-09-11,2021-09-12,3925,3039,9,0,12,0.85,0.7022,1.336,0.9143,4.38,3.89,-0.441,1.169,1,1,0.7742675159235669
VND_ZETA,CABLE_R,2022-06-21,2022-06-21,4988,4613,6,0,8,0.7,0.9306,0.782,0.949,0.95,0.58,-1.0,0.11,0,0,0.9248195669607057
VND_ZETA,SWITCH_S,2023-01-31,2023-02-01,1087,982,1,1,6,0.65,0.9037,0.279,0.9396,1.09,2.03,0.123,0.866,0,1,0.9034038638454461
VND_DELTA,SCREW_M4,2021-02-21,2021-02-22,5275,4538,2,0,5,0.4,0.3535,4.436,0.7983,10.0,7.1,-1.0,3.739,0,1,0.8602843601895734
VND_EPSILON,CABLE_R,2022-03-30,2022-04-01,5505,5069,3,0,8,0.7,0.7406,1.267,0.8568,5.21,3.36,-0.135,2.022,0,2,0.9207992733878293
VND_ZETA,BATTERY_A,2023-08-09,2023-08-09,7649,7649,8,0,10,0.9,0.8973,0.477,0.9821,1.44,0.77,0.404,0.0,0,0,1.0
VND_ZETA,BLADE_X,2023-04-17,2023-04-17,1155,1151,4,0,12,0.85,0.9053,0.274,0.9985,4.0,1.67,-0.484,0.326,0,0,0.9965367965367965
